OTU 1	OTU 2	corr	pval
OTU_57	OTU_25	-0.52562575211	0.0
OTU_57	OTU_312	0.434117439619	0.05
OTU_57	OTU_26	0.503943287369	0.02
OTU_57	OTU_1	0.57387843052	0.01
OTU_10	OTU_2773	-0.580365139638	0.04
OTU_10	OTU_7	0.667139869124	0.0
OTU_10	OTU_6	-0.57147574221	0.01
OTU_10	OTU_25	0.715809683703	0.0
OTU_10	OTU_5387	0.508122442172	0.05
OTU_10	OTU_26	-0.561520487583	0.04
OTU_10	OTU_5	-0.513606830197	0.04
OTU_10	OTU_39	0.578438541335	0.03
OTU_10	OTU_9	0.640692454583	0.03
OTU_10	OTU_1465	0.459000074853	0.03
OTU_10	OTU_32	0.483596706095	0.04
OTU_10	OTU_4293	-0.537246645244	0.02
OTU_10	OTU_4786	-0.503480346381	0.02
OTU_10	OTU_5583	0.567911718646	0.03
OTU_10	OTU_67	0.654988815049	0.0
OTU_10	OTU_44	-0.617458919415	0.01
OTU_10	OTU_3	0.758062878839	0.0
OTU_10	OTU_4748	-0.607731393834	0.02
OTU_10	OTU_62	0.695247877723	0.0
OTU_10	OTU_613	0.461694304982	0.04
OTU_10	OTU_14	0.721463802754	0.01
OTU_10	OTU_36	-0.506443941451	0.02
OTU_10	OTU_98	0.532454357976	0.03
OTU_10	OTU_77	0.561259233134	0.02
OTU_10	OTU_8	-0.708905852335	0.0
OTU_10	OTU_327	0.814181371165	0.0
OTU_10	OTU_3337	0.555286465071	0.03
OTU_2773	OTU_7	-0.479762933548	0.04
OTU_2773	OTU_25	-0.49678917318	0.03
OTU_2773	OTU_5387	-0.549999216909	0.04
OTU_2773	OTU_32	-0.509232801221	0.01
OTU_2773	OTU_4786	0.750714375774	0.0
OTU_2773	OTU_5583	-0.585411398131	0.04
OTU_2773	OTU_4748	0.575952338851	0.01
OTU_2773	OTU_62	-0.581198985329	0.0
OTU_2773	OTU_613	-0.62523442738	0.0
OTU_2773	OTU_166	0.57965369651	0.0
OTU_2773	OTU_69	0.617064148075	0.0
OTU_2773	OTU_14	-0.429867158741	0.05
OTU_2773	OTU_36	0.863655893559	0.0
OTU_2773	OTU_88	0.489300230744	0.03
OTU_2773	OTU_98	-0.6169656768	0.0
OTU_2773	OTU_268	0.567449185182	0.03
OTU_2773	OTU_8	0.638352678122	0.02
OTU_2773	OTU_327	-0.507475774933	0.03
OTU_2773	OTU_246	0.643512379769	0.0
OTU_2773	OTU_3337	-0.578904691541	0.01
OTU_7	OTU_24	-0.515469186923	0.03
OTU_7	OTU_5387	0.583909132627	0.01
OTU_7	OTU_9	0.612586671723	0.02
OTU_7	OTU_4	0.798390971069	0.0
OTU_7	OTU_49	-0.455698267989	0.05
OTU_7	OTU_4786	-0.571334257053	0.04
OTU_7	OTU_5583	0.647115080188	0.05
OTU_7	OTU_67	0.487008006361	0.04
OTU_7	OTU_62	0.491610644221	0.02
OTU_7	OTU_613	0.530274445876	0.04
OTU_7	OTU_166	-0.666131834292	0.0
OTU_7	OTU_69	-0.668824078335	0.0
OTU_7	OTU_14	0.616840631512	0.01
OTU_7	OTU_88	-0.536276342965	0.02
OTU_7	OTU_8	-0.595549137792	0.02
OTU_7	OTU_113	0.545286916087	0.0
OTU_7	OTU_327	0.754939433476	0.0
OTU_7	OTU_3337	0.541555622933	0.04
OTU_24	OTU_9	-0.51251848169	0.02
OTU_24	OTU_32	-0.78326849171	0.0
OTU_24	OTU_27	-0.602182589436	0.04
OTU_6	OTU_5	0.560557419643	0.02
OTU_6	OTU_15	0.628335784318	0.0
OTU_6	OTU_49	0.556951906661	0.01
OTU_6	OTU_67	-0.515503555355	0.04
OTU_6	OTU_44	0.616512490497	0.01
OTU_6	OTU_3	-0.799540281851	0.0
OTU_6	OTU_166	0.482767276801	0.03
OTU_6	OTU_8	0.627032384	0.01
OTU_6	OTU_158	0.51690412512	0.05
OTU_6	OTU_2249	0.475517171874	0.04
OTU_6	OTU_66	0.623188811585	0.0
OTU_6	OTU_100	-0.510651302401	0.04
OTU_6	OTU_37	-0.56221184103	0.02
OTU_25	OTU_9	0.710222288016	0.0
OTU_25	OTU_11	-0.640485066052	0.0
OTU_25	OTU_32	0.664648500344	0.01
OTU_25	OTU_67	0.533103988419	0.02
OTU_25	OTU_44	-0.577059452534	0.02
OTU_25	OTU_29	0.567370430127	0.04
OTU_25	OTU_3	0.524560384824	0.05
OTU_25	OTU_14	0.560215161	0.02
OTU_25	OTU_71	0.614696539321	0.0
OTU_25	OTU_8	-0.527512068435	0.05
OTU_25	OTU_327	0.600270617656	0.01
OTU_25	OTU_4462	0.426120430906	0.04
OTU_5387	OTU_5	-0.527714472158	0.03
OTU_5387	OTU_39	0.588867464591	0.01
OTU_5387	OTU_17	0.745020156274	0.0
OTU_5387	OTU_4293	-0.575413542389	0.01
OTU_5387	OTU_92	0.713975347359	0.0
OTU_5387	OTU_4786	-0.475190663604	0.05
OTU_5387	OTU_5583	0.806460439748	0.0
OTU_5387	OTU_19	0.487265117416	0.03
