OTU 1	OTU 2	corr	pval
OTU_57	OTU_3781	-0.57573130707	0.01
OTU_57	OTU_11	0.518447401442	0.04
OTU_57	OTU_49	0.486008257597	0.05
OTU_57	OTU_4756	0.444535250427	0.04
OTU_57	OTU_62	-0.571949381259	0.02
OTU_57	OTU_613	0.600625286012	0.01
OTU_57	OTU_8	0.614541286383	0.01
OTU_57	OTU_327	-0.55160316489	0.01
OTU_57	OTU_35	0.628537870728	0.04
OTU_10	OTU_25	0.665059677923	0.01
OTU_10	OTU_39	0.661811646202	0.01
OTU_10	OTU_142	-0.710564043215	0.0
OTU_10	OTU_92	-0.489220150358	0.05
OTU_10	OTU_53	0.636973476175	0.02
OTU_10	OTU_3	0.61239891669	0.03
OTU_10	OTU_62	0.524539016511	0.04
OTU_10	OTU_4643	0.784258956124	0.0
OTU_10	OTU_71	0.78638125219	0.0
OTU_10	OTU_8	-0.518847721773	0.03
OTU_10	OTU_172	0.483017762099	0.04
OTU_10	OTU_35	-0.551731248631	0.01
OTU_10	OTU_45	0.650426783638	0.01
OTU_10	OTU_322	-0.530515402987	0.02
OTU_2773	OTU_24	-0.552900613957	0.05
OTU_2773	OTU_25	-0.468596226908	0.03
OTU_2773	OTU_3781	0.77212008016	0.0
OTU_2773	OTU_1465	0.480172067846	0.04
OTU_2773	OTU_15	-0.48307222455	0.04
OTU_2773	OTU_2078	-0.513593356995	0.03
OTU_2773	OTU_59	-0.715990327899	0.02
OTU_2773	OTU_49	-0.687185393906	0.02
OTU_2773	OTU_67	0.646703300525	0.02
OTU_2773	OTU_29	-0.495810129649	0.04
OTU_2773	OTU_300	0.886139386695	0.0
OTU_2773	OTU_14	-0.472253507106	0.02
OTU_2773	OTU_36	0.916792608528	0.0
OTU_2773	OTU_88	0.560125459757	0.05
OTU_2773	OTU_71	-0.529015949267	0.05
OTU_2773	OTU_45	-0.537992996132	0.03
OTU_2773	OTU_242	0.733645931841	0.0
OTU_7	OTU_6	-0.563506718289	0.01
OTU_7	OTU_26	-0.620944242391	0.03
OTU_7	OTU_1	-0.551151759533	0.05
OTU_7	OTU_27	-0.51124211478	0.05
OTU_7	OTU_5583	-0.812366693223	0.0
OTU_7	OTU_69	0.498550198574	0.05
OTU_24	OTU_3781	-0.636839885727	0.0
OTU_24	OTU_26	0.601344908249	0.01
OTU_24	OTU_1465	-0.501259835019	0.05
OTU_24	OTU_11	0.649903307026	0.02
OTU_24	OTU_15	0.8742468404	0.0
OTU_24	OTU_2078	0.790815504212	0.0
OTU_24	OTU_59	0.769921297878	0.01
OTU_24	OTU_49	0.647414090937	0.0
OTU_24	OTU_4786	0.552710226979	0.01
OTU_24	OTU_67	-0.557012921574	0.01
OTU_24	OTU_44	0.75331164753	0.0
OTU_24	OTU_29	0.786709305005	0.01
OTU_24	OTU_300	-0.670664403341	0.01
OTU_24	OTU_30	0.555983777505	0.03
OTU_24	OTU_36	-0.603732231312	0.03
OTU_24	OTU_4643	0.528099433086	0.05
OTU_24	OTU_88	-0.555545439026	0.0
OTU_24	OTU_327	-0.583753129741	0.0
OTU_24	OTU_242	-0.636780189084	0.02
OTU_24	OTU_253	-0.490333037201	0.02
OTU_24	OTU_3737	-0.459515090218	0.05
OTU_24	OTU_37	-0.53256878028	0.03
OTU_6	OTU_5387	0.626967602919	0.02
OTU_6	OTU_1	0.744111171111	0.0
OTU_6	OTU_12	-0.840229380537	0.0
OTU_6	OTU_4786	0.655765567573	0.01
OTU_6	OTU_3	-0.800382901748	0.0
OTU_6	OTU_8	0.535987896473	0.04
OTU_6	OTU_327	-0.69515815275	0.01
OTU_6	OTU_138	0.795070438329	0.0
OTU_25	OTU_5387	0.469993396547	0.05
OTU_25	OTU_142	-0.708008681378	0.0
OTU_25	OTU_92	-0.590890837692	0.02
OTU_25	OTU_4756	0.58581219121	0.01
OTU_25	OTU_53	0.832462666471	0.0
OTU_25	OTU_472	0.710979053184	0.0
OTU_25	OTU_4643	0.531208716188	0.04
OTU_25	OTU_77	0.53455897038	0.01
OTU_25	OTU_71	0.928875357297	0.0
OTU_25	OTU_4462	-0.59144472566	0.02
OTU_25	OTU_45	0.796903119399	0.01
OTU_25	OTU_61	0.516935610321	0.04
OTU_25	OTU_100	0.593033888059	0.03
OTU_5387	OTU_17	0.499840259941	0.04
OTU_5387	OTU_1	0.563403750264	0.01
OTU_5387	OTU_12	-0.623029735978	0.01
OTU_5387	OTU_18	-0.511441350058	0.03
OTU_5387	OTU_472	0.650056420021	0.02
OTU_5387	OTU_77	0.556148375434	0.01
OTU_5387	OTU_71	0.457946331959	0.03
OTU_5387	OTU_4462	-0.61249448375	0.0
OTU_5387	OTU_45	0.530429302569	0.05
OTU_5387	OTU_52	-0.558585275867	0.02
OTU_5387	OTU_100	0.708499127788	0.0
OTU_312	OTU_23	0.491341249852	0.05
OTU_312	OTU_109	0.512573462689	0.0
OTU_312	OTU_142	0.45324953006	0.03
OTU_312	OTU_253	-0.525941649588	0.02
OTU_312	OTU_891	0.630598985566	0.0
OTU_312	OTU_61	-0.559884817994	0.01
OTU_3781	OTU_1465	0.583625073351	0.01
OTU_3781	OTU_2078	-0.658716635871	0.0
OTU_3781	OTU_59	-0.696722158826	0.0
OTU_3781	OTU_49	-0.704435183687	0.0
OTU_3781	OTU_4786	-0.643607527494	0.01
OTU_3781	OTU_67	0.585686687143	0.01
OTU_3781	OTU_44	-0.591543124573	0.0
OTU_3781	OTU_300	0.831390691283	0.0
OTU_3781	OTU_3	0.463360477522	0.04
OTU_3781	OTU_36	0.795977253533	0.0
OTU_3781	OTU_8	-0.623221503552	0.01
OTU_3781	OTU_327	0.646457308474	0.0
OTU_3781	OTU_35	-0.523776030728	0.04
OTU_3781	OTU_242	0.632373796597	0.0
OTU_3781	OTU_66	-0.464710227821	0.04
OTU_3781	OTU_3737	0.576100910694	0.04
OTU_3781	OTU_858	0.497215698018	0.05
OTU_26	OTU_32	-0.467358831188	0.05
OTU_26	OTU_4	-0.58518593745	0.02
OTU_26	OTU_15	0.548349053492	0.05
OTU_26	OTU_23	0.544160719047	0.04
OTU_26	OTU_4293	0.517308529383	0.02
OTU_26	OTU_109	0.450917610695	0.05
OTU_26	OTU_30	0.530935485646	0.03
OTU_26	OTU_14	-0.684064735896	0.0
OTU_26	OTU_61	-0.513881674459	0.02
OTU_2	OTU_4917	0.513310200264	0.01
OTU_2	OTU_585	-0.562593436709	0.0
OTU_5	OTU_1465	-0.588408857129	0.01
OTU_5	OTU_11	0.633259143469	0.02
OTU_5	OTU_4293	0.600996247718	0.03
OTU_5	OTU_142	0.457611199762	0.04
OTU_5	OTU_44	0.728008287742	0.0
OTU_5	OTU_62	-0.644268225435	0.01
OTU_5	OTU_8	0.672494280302	0.0
OTU_5	OTU_327	-0.54299897478	0.05
OTU_5	OTU_4462	0.501691252883	0.03
OTU_5	OTU_172	-0.580053954734	0.01
OTU_5	OTU_246	0.587813622311	0.02
OTU_5	OTU_55	-0.598108668122	0.03
OTU_5	OTU_3337	-0.879513826662	0.0
OTU_5	OTU_66	0.626848942674	0.0
OTU_5	OTU_3737	-0.636359644262	0.01
OTU_5	OTU_100	-0.674951169292	0.0
OTU_39	OTU_15	0.52618693399	0.02
OTU_39	OTU_67	-0.57138264468	0.04
OTU_39	OTU_29	0.657555897127	0.0
OTU_39	OTU_53	0.564182027509	0.0
OTU_39	OTU_300	-0.474835720279	0.05
OTU_39	OTU_18	-0.481243537691	0.05
OTU_39	OTU_62	0.602610070644	0.02
OTU_39	OTU_36	-0.488249725051	0.04
OTU_39	OTU_4643	0.68879459145	0.0
OTU_39	OTU_71	0.67617427766	0.0
OTU_39	OTU_172	0.536419933142	0.0
OTU_39	OTU_45	0.563144467801	0.02
OTU_39	OTU_242	-0.703700263537	0.0
OTU_39	OTU_100	0.625544758874	0.01
OTU_9	OTU_11	-0.495741294686	0.05
OTU_9	OTU_1	-0.539223271786	0.04
OTU_9	OTU_29	-0.678380261213	0.0
OTU_9	OTU_2865	-0.452698132334	0.05
OTU_9	OTU_18	0.6834035808	0.0
OTU_9	OTU_327	0.663793194841	0.01
OTU_1465	OTU_4	-0.571850259396	0.02
OTU_1465	OTU_2078	-0.587284068005	0.02
OTU_1465	OTU_59	-0.617501546822	0.0
OTU_1465	OTU_49	-0.623220973491	0.01
OTU_1465	OTU_44	-0.550218170632	0.02
OTU_1465	OTU_19	-0.607139406766	0.0
OTU_1465	OTU_4462	-0.595115942003	0.04
OTU_1465	OTU_3337	0.710468049023	0.0
OTU_11	OTU_17	-0.596020025224	0.01
OTU_11	OTU_15	0.564744737156	0.04
OTU_11	OTU_4786	0.479334169561	0.04
OTU_11	OTU_44	0.575909857107	0.04
OTU_11	OTU_88	-0.55988902335	0.03
OTU_11	OTU_327	-0.568744793871	0.02
OTU_11	OTU_3337	-0.65289412902	0.01
OTU_11	OTU_66	0.737410339478	0.0
OTU_11	OTU_3737	-0.590158156391	0.01
OTU_17	OTU_12	-0.522027854636	0.0
OTU_17	OTU_4293	-0.525904749969	0.05
OTU_17	OTU_246	-0.463131644236	0.05
OTU_17	OTU_55	0.671504720072	0.0
OTU_17	OTU_585	0.602100093859	0.0
OTU_17	OTU_3737	0.588227984669	0.02
OTU_17	OTU_100	0.653851055257	0.01
OTU_1	OTU_12	-0.900128689394	0.0
OTU_1	OTU_3	-0.792959903761	0.0
OTU_1	OTU_18	-0.591745560054	0.02
OTU_1	OTU_69	-0.605202093465	0.03
OTU_1	OTU_77	0.550100410251	0.04
OTU_1	OTU_8	0.498710779084	0.04
OTU_1	OTU_138	0.582340670171	0.01
OTU_12	OTU_49	-0.54734230889	0.01
OTU_12	OTU_4786	-0.507973962247	0.03
OTU_12	OTU_300	0.620042539081	0.01
OTU_12	OTU_3	0.722468072774	0.0
OTU_12	OTU_36	0.606786597273	0.02
OTU_12	OTU_77	-0.600049217689	0.02
OTU_12	OTU_891	-0.588156716698	0.02
OTU_12	OTU_100	-0.572052318006	0.01
OTU_12	OTU_138	-0.53575672975	0.01
OTU_12	OTU_780	0.448137062107	0.05
OTU_4	OTU_29	-0.524301056454	0.05
OTU_15	OTU_2078	0.650535363368	0.01
OTU_15	OTU_59	0.685905540413	0.03
OTU_15	OTU_5583	0.506783314295	0.04
OTU_15	OTU_67	-0.499273276877	0.05
OTU_15	OTU_44	0.649718912396	0.05
OTU_15	OTU_29	0.72252517305	0.01
OTU_15	OTU_19	0.492741068133	0.03
OTU_15	OTU_300	-0.577692216198	0.0
OTU_15	OTU_30	0.545491762244	0.04
OTU_15	OTU_36	-0.509007293511	0.03
OTU_15	OTU_4643	0.679670958574	0.01
OTU_15	OTU_242	-0.696274914114	0.01
OTU_15	OTU_253	-0.501185262954	0.03
