OTU 1	OTU 2	corr	pval
OTUF_107	OTUF_201	0.916427838607	0.0
OTUF_107	OTUF_51	-0.576273961707	0.01
OTUF_107	OTUF_624	-0.752918361593	0.0
OTUF_107	OTUF_125	-0.634742752118	0.03
OTUF_107	OTUF_5	-0.552698786837	0.02
OTUF_107	OTUF_189	0.537717154975	0.05
OTUF_107	OTUF_89	0.568831933465	0.03
OTUF_107	OTUF_257	0.596013168627	0.0
OTUF_37	OTUF_84	0.901028109564	0.0
OTUF_37	OTUF_1559	0.816680084252	0.0
OTUF_37	OTUF_1032	0.557814840964	0.04
OTUF_37	OTUF_1591	-0.579485744246	0.03
OTUF_201	OTUF_624	-0.640714368025	0.01
OTUF_201	OTUF_125	-0.596440443625	0.04
OTUF_201	OTUF_189	0.59015576502	0.05
OTUF_201	OTUF_89	0.558191130281	0.02
OTUF_201	OTUF_144	-0.662413422164	0.01
OTUF_201	OTUF_257	0.554406259265	0.03
OTUF_71	OTUF_46	0.962703639687	0.0
OTUF_71	OTUF_2945	0.800142529548	0.0
OTUF_71	OTUF_49	0.902632333706	0.0
OTUF_71	OTUF_64	-0.682303533583	0.02
OTUF_71	OTUF_2	0.612098208008	0.02
OTUF_71	OTUF_8	0.57248486243	0.05
OTUF_71	OTUF_60	-0.594919876101	0.02
OTUF_71	OTUF_15	0.659769071371	0.0
OTUF_71	OTUF_87	-0.574377448799	0.03
OTUF_71	OTUF_1978	0.713743107914	0.01
OTUF_71	OTUF_1591	0.780858586606	0.0
OTUF_71	OTUF_257	-0.535032132756	0.05
OTUF_46	OTUF_2945	0.683703424735	0.03
OTUF_46	OTUF_49	0.942030407124	0.0
OTUF_46	OTUF_146	-0.483058874263	0.05
OTUF_46	OTUF_64	-0.668499943232	0.0
OTUF_46	OTUF_95	-0.4861344313	0.04
OTUF_46	OTUF_2	0.627314218217	0.01
OTUF_46	OTUF_8	0.586995403126	0.01
OTUF_46	OTUF_60	-0.563620591959	0.05
OTUF_46	OTUF_15	0.704337614937	0.01
OTUF_46	OTUF_87	-0.568140347783	0.03
OTUF_46	OTUF_247	-0.557359110006	0.03
OTUF_46	OTUF_1978	0.684557194617	0.01
OTUF_46	OTUF_1591	0.794102387567	0.0
OTUF_2945	OTUF_64	-0.743322029003	0.01
OTUF_2945	OTUF_95	-0.566174665638	0.02
OTUF_2945	OTUF_5	0.591339139113	0.0
OTUF_84	OTUF_1559	0.853742198445	0.0
OTUF_51	OTUF_624	0.931065502791	0.0
OTUF_51	OTUF_23	0.818281429824	0.0
OTUF_51	OTUF_171	0.65618885618	0.0
OTUF_51	OTUF_206	0.476070053345	0.05
OTUF_51	OTUF_98	0.535036286335	0.03
OTUF_49	OTUF_146	-0.537513843679	0.04
OTUF_49	OTUF_64	-0.589414435018	0.02
OTUF_49	OTUF_8	0.49648894631	0.05
OTUF_49	OTUF_60	-0.654680961218	0.01
OTUF_49	OTUF_15	0.699417824633	0.0
OTUF_49	OTUF_87	-0.654864497261	0.02
OTUF_49	OTUF_1978	0.807440015588	0.0
OTUF_49	OTUF_1591	0.910919130504	0.0
OTUF_624	OTUF_23	0.709392089878	0.0
OTUF_624	OTUF_171	0.485944709025	0.03
OTUF_624	OTUF_89	-0.589878935918	0.03
OTUF_624	OTUF_98	0.651857764761	0.01
OTUF_624	OTUF_257	-0.551607417321	0.05
OTUF_21	OTUF_146	-0.644323173654	0.03
OTUF_21	OTUF_137	0.900130028958	0.0
OTUF_21	OTUF_206	-0.635761521672	0.01
OTUF_21	OTUF_209	-0.578211124493	0.01
OTUF_21	OTUF_188	-0.55386693953	0.05
OTUF_21	OTUF_247	-0.681201465649	0.0
OTUF_21	OTUF_2192	-0.691908009303	0.0
OTUF_21	OTUF_1490	0.699508226503	0.0
OTUF_21	OTUF_1751	0.734713920164	0.0
OTUF_23	OTUF_171	0.720616904368	0.01
OTUF_23	OTUF_206	0.609296509163	0.03
OTUF_23	OTUF_209	0.568111285329	0.01
OTUF_23	OTUF_188	0.637689177517	0.03
OTUF_23	OTUF_247	0.576158341638	0.04
OTUF_146	OTUF_64	0.634951516182	0.04
OTUF_146	OTUF_69	0.589242424565	0.03
OTUF_146	OTUF_188	0.522234781016	0.04
OTUF_146	OTUF_247	0.631112365614	0.01
OTUF_146	OTUF_1032	0.575602974824	0.05
OTUF_146	OTUF_1591	-0.651856640653	0.04
OTUF_146	OTUF_1490	-0.644510783405	0.04
OTUF_146	OTUF_1751	-0.657295671758	0.0
OTUF_146	OTUF_122	0.621768980435	0.02
OTUF_146	OTUF_144	0.603857135872	0.05
OTUF_7	OTUF_73	0.565194019221	0.04
OTUF_7	OTUF_1477	0.530225168548	0.03
OTUF_7	OTUF_114	-0.539588551548	0.02
OTUF_6	OTUF_9	0.647589759123	0.01
OTUF_6	OTUF_4	0.740951646931	0.0
OTUF_6	OTUF_2	0.546352639926	0.04
OTUF_6	OTUF_15	0.565016319345	0.04
OTUF_6	OTUF_2144	0.616117932541	0.02
OTUF_6	OTUF_240	-0.691269187503	0.01
OTUF_6	OTUF_1946	0.619938796407	0.02
OTUF_64	OTUF_43	0.854995343645	0.0
OTUF_64	OTUF_95	0.704261638583	0.02
OTUF_64	OTUF_247	0.568086787563	0.04
OTUF_64	OTUF_114	-0.676188624039	0.02
OTUF_64	OTUF_144	0.546575468705	0.03
OTUF_43	OTUF_125	0.721713158158	0.01
OTUF_43	OTUF_95	0.694415273636	0.0
OTUF_43	OTUF_104	-0.615808902062	0.03
OTUF_43	OTUF_143	-0.640637093937	0.01
OTUF_43	OTUF_73	0.587587613798	0.05
OTUF_43	OTUF_147	-0.67289862943	0.0
OTUF_43	OTUF_1477	0.549809275752	0.05
OTUF_43	OTUF_114	-0.778017693478	0.01
OTUF_137	OTUF_1559	0.52316307649	0.05
OTUF_137	OTUF_206	-0.552975169087	0.03
OTUF_137	OTUF_247	-0.572032148411	0.02
OTUF_137	OTUF_3267	0.539872944548	0.05
OTUF_137	OTUF_122	-0.521571133893	0.05
OTUF_18	OTUF_334	0.583677033967	0.02
OTUF_18	OTUF_69	0.908021437105	0.0
OTUF_18	OTUF_101	-0.798658243445	0.0
OTUF_18	OTUF_1486	0.890315807156	0.0
OTUF_18	OTUF_1032	0.911240318878	0.0
OTUF_18	OTUF_12	-0.598259424751	0.05
OTUF_18	OTUF_1751	-0.556979220115	0.04
OTUF_18	OTUF_122	0.57963076805	0.03
OTUF_18	OTUF_112	0.535062440254	0.02
OTUF_3	OTUF_355	-0.528280727277	0.01
OTUF_125	OTUF_143	-0.52304519791	0.05
OTUF_125	OTUF_87	0.538550456226	0.03
OTUF_125	OTUF_12	-0.583028437073	0.04
OTUF_125	OTUF_1591	-0.489246213521	0.04
OTUF_334	OTUF_4	0.610375100805	0.05
OTUF_334	OTUF_101	-0.633630745911	0.01
OTUF_334	OTUF_143	-0.51412348504	0.03
OTUF_334	OTUF_2144	0.603578292099	0.0
OTUF_1	OTUF_9	0.735798187736	0.01
OTUF_1	OTUF_104	-0.621835547266	0.01
OTUF_1	OTUF_2075	0.566605982825	0.04
OTUF_1	OTUF_1946	0.561406446165	0.05
OTUF_1	OTUF_122	0.62227194937	0.0
OTUF_1	OTUF_112	0.651095858162	0.01
OTUF_1	OTUF_126	0.581302104994	0.05
OTUF_95	OTUF_4	0.612928891334	0.01
OTUF_95	OTUF_144	0.609062330736	0.02
OTUF_9	OTUF_2	0.671491800519	0.0
OTUF_9	OTUF_11	0.610522816202	0.02
OTUF_9	OTUF_8	0.67027425123	0.03
OTUF_9	OTUF_15	0.655481321131	0.04
OTUF_9	OTUF_104	-0.730586402215	0.01
OTUF_9	OTUF_143	-0.695218447814	0.03
OTUF_9	OTUF_1637	0.454867138328	0.03
OTUF_9	OTUF_73	0.595678951162	0.04
OTUF_9	OTUF_147	-0.708309062122	0.01
OTUF_9	OTUF_134	0.75079104592	0.01
OTUF_9	OTUF_1477	0.665363325711	0.02
OTUF_9	OTUF_2075	0.733099251125	0.0
OTUF_9	OTUF_2144	0.710069418476	0.02
OTUF_9	OTUF_114	-0.585954425687	0.01
OTUF_9	OTUF_240	-0.618107785389	0.02
OTUF_9	OTUF_1946	0.709058012836	0.02
OTUF_9	OTUF_355	0.461587307669	0.05
OTUF_171	OTUF_206	0.689624398858	0.02
OTUF_171	OTUF_209	0.756808348236	0.0
OTUF_171	OTUF_188	0.734539646796	0.0
OTUF_171	OTUF_247	0.660265830742	0.01
OTUF_171	OTUF_1946	-0.517454786727	0.03
OTUF_171	OTUF_112	-0.580931820907	0.02
OTUF_69	OTUF_11	-0.58426648523	0.05
OTUF_69	OTUF_101	-0.623270341911	0.0
OTUF_69	OTUF_15	-0.518955197648	0.04
OTUF_69	OTUF_1486	0.900941928408	0.0
OTUF_69	OTUF_1032	0.986367887334	0.0
OTUF_69	OTUF_1751	-0.56422363307	0.04
OTUF_69	OTUF_122	0.576483382331	0.05
OTUF_69	OTUF_112	0.490483246683	0.05
OTUF_4	OTUF_2	0.558864333295	0.05
OTUF_4	OTUF_11	0.666286302346	0.03
OTUF_4	OTUF_8	0.553240450433	0.03
OTUF_4	OTUF_104	-0.580952642618	0.04
OTUF_4	OTUF_143	-0.586661971465	0.03
OTUF_4	OTUF_1637	0.795209889629	0.01
OTUF_4	OTUF_73	0.538470079707	0.05
OTUF_4	OTUF_147	-0.632890901446	0.03
OTUF_4	OTUF_1477	0.650748299527	0.01
OTUF_4	OTUF_2075	0.47561756671	0.05
OTUF_2	OTUF_11	0.793325184942	0.0
OTUF_2	OTUF_8	0.78306307078	0.0
OTUF_2	OTUF_15	0.875603435814	0.0
OTUF_2	OTUF_104	-0.555745107281	0.03
OTUF_2	OTUF_1637	0.676177724038	0.02
OTUF_2	OTUF_1477	0.542783076239	0.03
OTUF_11	OTUF_8	0.643264079517	0.03
OTUF_11	OTUF_15	0.613151090139	0.04
OTUF_11	OTUF_1637	0.770080070959	0.03
OTUF_10	OTUF_89	-0.545217439386	0.04
OTUF_10	OTUF_257	-0.503268788074	0.05
OTUF_101	OTUF_143	0.518647739911	0.04
OTUF_101	OTUF_1486	-0.66711244408	0.0
OTUF_101	OTUF_1032	-0.642116700148	0.01
OTUF_101	OTUF_89	0.575635318594	0.01
OTUF_8	OTUF_15	0.67281423052	0.01
OTUF_8	OTUF_104	-0.723187564889	0.0
OTUF_8	OTUF_143	-0.751697206616	0.0
OTUF_8	OTUF_1637	0.786814789447	0.0
OTUF_8	OTUF_73	0.562481418541	0.04
OTUF_8	OTUF_147	-0.781671462251	0.0
OTUF_8	OTUF_1477	0.595272799934	0.04
OTUF_8	OTUF_257	-0.64759512272	0.02
OTUF_60	OTUF_52	0.962751491677	0.0
OTUF_60	OTUF_87	0.961009494269	0.0
OTUF_60	OTUF_108	0.641432138937	0.02
OTUF_60	OTUF_2192	0.705620798429	0.0
OTUF_60	OTUF_1978	-0.684781340668	0.01
OTUF_60	OTUF_1591	-0.649736004635	0.0
OTUF_60	OTUF_179	0.676550819299	0.02
OTUF_52	OTUF_15	-0.53803932197	0.05
OTUF_52	OTUF_87	0.93280548677	0.0
OTUF_52	OTUF_108	0.717018999246	0.01
OTUF_52	OTUF_1477	-0.570870503904	0.01
OTUF_52	OTUF_2075	-0.61428698457	0.02
OTUF_52	OTUF_2192	0.784376304024	0.0
OTUF_52	OTUF_2144	-0.542705397001	0.03
OTUF_52	OTUF_1978	-0.62895080704	0.0
OTUF_52	OTUF_1591	-0.588535550784	0.02
OTUF_52	OTUF_179	0.715768206097	0.0
OTUF_5	OTUF_1978	0.530093851596	0.03
OTUF_5	OTUF_1490	0.573629177229	0.04
OTUF_15	OTUF_104	-0.511804958269	0.03
OTUF_15	OTUF_1637	0.493548409584	0.04
OTUF_15	OTUF_147	-0.53025634568	0.04
OTUF_15	OTUF_1477	0.546844708773	0.04
OTUF_15	OTUF_188	-0.487296290066	0.04
OTUF_15	OTUF_247	-0.510999273775	0.04
OTUF_15	OTUF_2144	0.555913459928	0.03
OTUF_15	OTUF_1032	-0.492689991979	0.05
OTUF_15	OTUF_1978	0.634897387554	0.0
OTUF_15	OTUF_1946	0.608647384499	0.04
OTUF_15	OTUF_1591	0.680431880032	0.0
OTUF_104	OTUF_143	0.960537844471	0.0
OTUF_104	OTUF_1637	-0.52756848816	0.05
OTUF_104	OTUF_73	-0.863161547196	0.0
OTUF_104	OTUF_147	0.970483907803	0.0
OTUF_104	OTUF_134	-0.764325396668	0.0
OTUF_104	OTUF_1477	-0.857394233814	0.0
OTUF_104	OTUF_2075	-0.763909076138	0.01
OTUF_104	OTUF_2144	-0.58960825555	0.02
OTUF_104	OTUF_114	0.618483079077	0.03
OTUF_104	OTUF_1946	-0.653305036543	0.01
OTUF_104	OTUF_89	0.571561231679	0.05
OTUF_104	OTUF_98	-0.564513820457	0.02
